"Error while creating image","Fehler bei der Erstellung des Bildes"
"Image not exists or invalid","Bild existiert nicht oder ist ungültig"
"This content requires last version of Adobe Flash Player. <a href=""%s"">Get Flash</a>","Dieser Inhalt benötigt die neuste Adobe Flash Player Version. <a href=""%s"">Flash herunterladen</a>"
